c_n_sourceID,c_type,c_n_countries_norm,b_n_jurisdiction_description_norm,count
Paradise Papers - Appleby,individual,Nigeria,Cayman Islands,9
Panama Papers,organization,Peru,British Virgin Islands,9
Paradise Papers - Appleby,individual,Sweden,Cayman Islands,9
Panama Papers,individual,Nicaragua,British Virgin Islands,9
Paradise Papers - Appleby,organization,Ireland,Isle of Man,9
Paradise Papers - Appleby,organization,United Kingdom,Bermuda,9
Offshore Leaks,individual,Hong Kong,Liberia,9
Panama Papers,individual,New Zealand,Samoa,9
Panama Papers,organization,Singapore,Samoa,9
Panama Papers,organization,United States,Nevada,9
Panama Papers,organization,United States,Seychelles,10
Paradise Papers - Appleby,individual,South Africa,Bermuda,10
Panama Papers,individual,Australia,Panama,10
Paradise Papers - Appleby,organization,United States,British Virgin Islands,10
Panama Papers,individual,Luxembourg,Bahamas,10
Panama Papers,individual,Egypt,Bahamas,10
Paradise Papers - Appleby,organization,Ireland,Cayman Islands,10
Offshore Leaks,individual,Australia,Cayman Islands,10
Panama Papers,organization,Dominican Republic,British Virgin Islands,10
Panama Papers,individual,Qatar,Bahamas,10
Panama Papers,individual,Syria,Bahamas,10
Offshore Leaks,individual,United Arab Emirates,Cook Islands,10
Offshore Leaks,individual,Saudi Arabia,Labuan,10
Panama Papers,individual,Belgium,Panama,10
Panama Papers,organization,Gibraltar,Panama,10
Paradise Papers - Appleby,individual,Peru,Cayman Islands,10
Offshore Leaks,organization,Thailand,British Virgin Islands,10
Offshore Leaks,individual,Monaco,Cook Islands,10
Panama Papers,organization,Ireland,Bahamas,10
Panama Papers,organization,United Arab Emirates,Panama,10
Panama Papers,individual,Dominica,Panama,10
Panama Papers,organization,Liechtenstein,Samoa,10
Offshore Leaks,individual,Denmark,British Virgin Islands,10
Offshore Leaks,individual,Cambodia,British Virgin Islands,10
Panama Papers,organization,United Kingdom,Panama,10
Paradise Papers - Appleby,individual,New Zealand,Bermuda,10
Paradise Papers - Appleby,individual,Lebanon,British Virgin Islands,10
Panama Papers,individual,Jordan,Seychelles,10
Panama Papers,organization,Turks and Caicos Islands,Bahamas,10
Panama Papers,individual,Brunei,British Virgin Islands,10
Panama Papers,individual,Philippines,Samoa,10
Paradise Papers - Appleby,individual,South Korea,Cayman Islands,10
Paradise Papers - Appleby,individual,Trinidad and Tobago,Cayman Islands,10
Paradise Papers - Appleby,individual,Brazil,British Virgin Islands,10
Paradise Papers - Appleby,individual,Turkey,Isle of Man,10
Panama Papers,organization,Kuwait,British Virgin Islands,10
Panama Papers,individual,Kazakhstan,Seychelles,11
Panama Papers,individual,Andorra,British Virgin Islands,11
Paradise Papers - Appleby,individual,Antigua and Barbuda,Cayman Islands,11
Offshore Leaks,individual,Ireland,British Virgin Islands,11
Paradise Papers - Appleby,individual,France,British Virgin Islands,11
Offshore Leaks,individual,Saudi Arabia,British Virgin Islands,11
Panama Papers,individual,Egypt,Seychelles,11
Panama Papers,individual,Norway,Seychelles,11
Panama Papers,individual,Albania,British Virgin Islands,11
Panama Papers,organization,Laos,British Virgin Islands,11
Offshore Leaks,individual,Bahrain,British Virgin Islands,11
Panama Papers,individual,Netherlands,Bahamas,11
Offshore Leaks,individual,India,Singapore,11
Panama Papers,individual,Bangladesh,British Virgin Islands,11
Panama Papers,individual,South Korea,Seychelles,11
Paradise Papers - Appleby,individual,Thailand,Cayman Islands,11
Offshore Leaks,organization,Liechtenstein,British Virgin Islands,11
Panama Papers,individual,Argentina,Samoa,11
Paradise Papers - Appleby,individual,Norway,Bermuda,11
Paradise Papers - Appleby,individual,Norway,Cayman Islands,11
Panama Papers,individual,Argentina,Nevada,11
Panama Papers,individual,Brazil,Samoa,11
Panama Papers,individual,Trinidad and Tobago,British Virgin Islands,11
Panama Papers,individual,Italy,Samoa,11
Offshore Leaks,individual,Singapore,Bahamas,11
Paradise Papers - Appleby,individual,Switzerland,Isle of Man,11
Panama Papers,individual,Venezuela,Nevada,11
Bahamas Leaks,individual,United States,Bahamas,11
Paradise Papers - Appleby,individual,South Africa,Mauritius,11
Panama Papers,individual,Venezuela,Hong Kong,11
Panama Papers,individual,Israel,Belize,12
Paradise Papers - Appleby,individual,Lebanon,Cayman Islands,12
Panama Papers,individual,Myanmar,British Virgin Islands,12
Paradise Papers - Appleby,individual,Barbados,Cayman Islands,12
Panama Papers,organization,Monaco,Bahamas,12
Offshore Leaks,individual,China,Singapore,12
Offshore Leaks,individual,Ireland,Cook Islands,12
Offshore Leaks,individual,Nepal,British Virgin Islands,12
Offshore Leaks,individual,France,Singapore,12
Panama Papers,individual,Tunisia,British Virgin Islands,12
Panama Papers,individual,Slovakia,Seychelles,12
Panama Papers,individual,Macao,Seychelles,12
Panama Papers,organization,Brunei,British Virgin Islands,12
Paradise Papers - Appleby,organization,China,Cayman Islands,12
Paradise Papers - Appleby,individual,Israel,Isle of Man,12
Panama Papers,individual,Dominican Republic,Bahamas,12
Panama Papers,organization,Ecuador,British Virgin Islands,12
Panama Papers,individual,Croatia,British Virgin Islands,12
Panama Papers,individual,Canada,British Anguilla,12
Paradise Papers - Appleby,individual,Egypt,Cayman Islands,12
Panama Papers,individual,Portugal,Seychelles,12
Panama Papers,individual,Kuwait,Seychelles,12
Panama Papers,organization,Anguilla,Seychelles,12
Panama Papers,individual,Haiti,Seychelles,12
Panama Papers,individual,Honduras,British Virgin Islands,12
Panama Papers,individual,Latvia,Bahamas,12
Panama Papers,individual,Iran,Seychelles,13
Offshore Leaks,individual,India,Cook Islands,13
Paradise Papers - Appleby,individual,South Africa,Isle of Man,13
Panama Papers,individual,DR Congo,Seychelles,13
Panama Papers,individual,U.S. Virgin Islands,British Virgin Islands,13
Panama Papers,organization,Australia,Bahamas,13
Panama Papers,individual,Israel,Bahamas,13
Panama Papers,individual,Denmark,Seychelles,13
Panama Papers,individual,Australia,British Anguilla,13
Panama Papers,individual,Gibraltar,Bahamas,13
Offshore Leaks,individual,Monaco,British Virgin Islands,13
Panama Papers,individual,China,Niue,13
Offshore Leaks,organization,New Zealand,British Virgin Islands,13
Panama Papers,organization,Macao,British Virgin Islands,13
Offshore Leaks,organization,United States,Samoa,13
Panama Papers,organization,Zimbabwe,British Virgin Islands,13
Paradise Papers - Appleby,individual,Singapore,British Virgin Islands,13
Offshore Leaks,individual,Austria,British Virgin Islands,13
Paradise Papers - Appleby,individual,Argentina,Cayman Islands,13
Panama Papers,individual,Jamaica,British Virgin Islands,13
Panama Papers,individual,Kenya,Bahamas,13
Panama Papers,individual,Algeria,British Virgin Islands,13
Paradise Papers - Appleby,individual,Egypt,British Virgin Islands,13
Panama Papers,individual,Barbados,British Virgin Islands,13
Panama Papers,organization,China,Samoa,13
Panama Papers,individual,Slovenia,British Virgin Islands,13
Offshore Leaks,organization,Philippines,British Virgin Islands,13
Panama Papers,organization,Central African Republic,British Virgin Islands,13
Panama Papers,organization,India,British Virgin Islands,13
Panama Papers,individual,Colombia,United Kingdom,13
Paradise Papers - Appleby,individual,New Zealand,Cayman Islands,14
Offshore Leaks,individual,Egypt,British Virgin Islands,14
Offshore Leaks,individual,Greece,British Virgin Islands,14
Panama Papers,individual,India,Bahamas,14
Paradise Papers - Appleby,individual,Luxembourg,Cayman Islands,14
Offshore Leaks,individual,Kuwait,British Virgin Islands,14
Panama Papers,individual,Italy,Cyprus,14
Paradise Papers - Appleby,individual,India,British Virgin Islands,14
Offshore Leaks,organization,Singapore,Cayman Islands,14
Offshore Leaks,individual,China,Recorded in leaked files as fund,14
Offshore Leaks,individual,Tonga,Cayman Islands,14
Panama Papers,individual,Cuba,British Virgin Islands,14
Offshore Leaks,individual,Argentina,Cook Islands,14
Panama Papers,individual,Montenegro,British Virgin Islands,14
Panama Papers,individual,South Africa,Samoa,14
Panama Papers,individual,Maldives,British Virgin Islands,14
Paradise Papers - Appleby,individual,Gibraltar,Cayman Islands,14
Panama Papers,individual,Serbia,British Virgin Islands,14
Panama Papers,organization,Japan,British Virgin Islands,14
Panama Papers,individual,Czech Republic,Panama,14
Panama Papers,individual,Mali,British Virgin Islands,14
Offshore Leaks,individual,Brunei,British Virgin Islands,15
Panama Papers,individual,Chile,Seychelles,15
Panama Papers,individual,Ecuador,Seychelles,15
Panama Papers,individual,Canada,Panama,15
Panama Papers,individual,Gabon,British Virgin Islands,15
Panama Papers,individual,Aruba,British Virgin Islands,15
Panama Papers,individual,Finland,British Virgin Islands,15
Panama Papers,individual,Bolivia,British Virgin Islands,15
Panama Papers,individual,United Arab Emirates,Samoa,15
Panama Papers,individual,Liechtenstein,Bahamas,15
Paradise Papers - Appleby,individual,South Africa,Cayman Islands,15
Offshore Leaks,individual,Mexico,Cook Islands,15
Panama Papers,organization,Taiwan,Bahamas,15
Panama Papers,individual,Poland,Bahamas,15
Offshore Leaks,individual,French Polynesia,Cook Islands,15
Panama Papers,individual,Saudi Arabia,Panama,15
Panama Papers,organization,Luxembourg,Bahamas,15
Panama Papers,individual,Cambodia,British Virgin Islands,15
Offshore Leaks,individual,Philippines,Cook Islands,15
Paradise Papers - Appleby,individual,United Arab Emirates,Cayman Islands,15
Paradise Papers - Appleby,individual,Lithuania,Isle of Man,15
Paradise Papers - Appleby,individual,Colombia,Cayman Islands,15
Offshore Leaks,individual,Switzerland,Samoa,15
Panama Papers,individual,France,Samoa,15
Offshore Leaks,individual,Italy,Cook Islands,16
Panama Papers,individual,Singapore,British Anguilla,16
Panama Papers,individual,Côte dIvoire,British Virgin Islands,16
Offshore Leaks,individual,Myanmar,British Virgin Islands,16
Panama Papers,individual,Sri Lanka,British Virgin Islands,16
Panama Papers,individual,Germany,Panama,16
Panama Papers,individual,Germany,Bahamas,16
Paradise Papers - Appleby,individual,Germany,Isle of Man,16
Paradise Papers - Appleby,individual,United States,State of Delaware,16
Panama Papers,individual,Central African Republic,British Virgin Islands,16
Panama Papers,organization,New Zealand,Panama,16
Paradise Papers - Appleby,individual,France,Bermuda,16
Paradise Papers - Appleby,individual,United Arab Emirates,British Virgin Islands,16
Panama Papers,individual,Switzerland,British Anguilla,17
Offshore Leaks,organization,Australia,British Virgin Islands,17
Panama Papers,individual,Turkey,Nevada,17
Paradise Papers - Appleby,individual,United Kingdom,Jersey,17
Panama Papers,individual,Canada,Bahamas,17
Paradise Papers - Appleby,individual,Canada,Isle of Man,17
Panama Papers,individual,Malawi,British Virgin Islands,17
Panama Papers,individual,Thailand,Samoa,17
Offshore Leaks,organization,Hong Kong,Labuan,17
Panama Papers,organization,Barbados,British Virgin Islands,17
Offshore Leaks,organization,United States,Cayman Islands,17
Paradise Papers - Appleby,individual,United States,Mauritius,17
Offshore Leaks,organization,Japan,Cayman Islands,17
Offshore Leaks,individual,Thailand,Singapore,17
Panama Papers,individual,Hong Kong,Panama,18
Paradise Papers - Appleby,individual,Russia,Isle of Man,18
Panama Papers,individual,France,British Anguilla,18
Panama Papers,individual,Dominican Republic,British Anguilla,18
Panama Papers,individual,Peru,Seychelles,18
Panama Papers,individual,Iraq,British Virgin Islands,18
Offshore Leaks,individual,Thailand,Cayman Islands,18
Paradise Papers - Appleby,individual,Greece,Bermuda,18
Offshore Leaks,organization,Singapore,Samoa,18
Offshore Leaks,individual,Singapore,Seychelles,18
Paradise Papers - Appleby,individual,Dominican Republic,Cayman Islands,18
Paradise Papers - Appleby,individual,Spain,Cayman Islands,18
Offshore Leaks,individual,Malaysia,Cook Islands,18
Panama Papers,individual,Russia,Hong Kong,18
Offshore Leaks,organization,U.S. Virgin Islands,Singapore,18
Panama Papers,individual,Swaziland,British Virgin Islands,18
Offshore Leaks,individual,Indonesia,Cayman Islands,18
Paradise Papers - Appleby,individual,Israel,Cayman Islands,19
Offshore Leaks,individual,Malaysia,Singapore,19
Offshore Leaks,individual,Australia,Labuan,19
Paradise Papers - Appleby,individual,Russia,Cayman Islands,19
Panama Papers,individual,Armenia,British Virgin Islands,19
Offshore Leaks,organization,Singapore,Labuan,19
Offshore Leaks,individual,Norway,British Virgin Islands,19
Offshore Leaks,organization,Australia,Cook Islands,19
Panama Papers,organization,United States,Panama,19
Panama Papers,individual,Lebanon,Seychelles,19
Offshore Leaks,individual,New Zealand,Samoa,19
Paradise Papers - Appleby,individual,Monaco,Cayman Islands,19
Panama Papers,individual,Bolivia,Panama,20
Panama Papers,organization,United Kingdom,Seychelles,20
Panama Papers,individual,Portugal,Bahamas,20
Offshore Leaks,individual,Germany,Cook Islands,20
Offshore Leaks,individual,Philippines,Samoa,20
Offshore Leaks,individual,Thailand,Cook Islands,20
Paradise Papers - Appleby,individual,Australia,Mauritius,20
Paradise Papers - Appleby,individual,Switzerland,British Virgin Islands,20
Panama Papers,individual,Indonesia,Bahamas,20
Panama Papers,individual,United Kingdom,British Anguilla,20
Panama Papers,organization,Anguilla,Nevada,20
Panama Papers,organization,Turks and Caicos Islands,British Virgin Islands,20
Paradise Papers - Appleby,organization,Australia,Bermuda,20
Offshore Leaks,organization,U.S. Virgin Islands,Cayman Islands,20
Offshore Leaks,organization,Canada,British Virgin Islands,20
Panama Papers,individual,Singapore,Bahamas,20
Panama Papers,individual,Venezuela,Bahamas,20
Panama Papers,individual,Somalia,British Virgin Islands,20
Panama Papers,individual,Paraguay,British Virgin Islands,20
Panama Papers,individual,Ghana,British Virgin Islands,20
Bahamas Leaks,individual,Spain,Bahamas,20
Panama Papers,organization,Iran,British Virgin Islands,20
Panama Papers,individual,Romania,Seychelles,21
Paradise Papers - Appleby,organization,Hong Kong,Cayman Islands,21
Panama Papers,individual,Chile,Bahamas,21
Offshore Leaks,organization,Japan,British Virgin Islands,21
Panama Papers,organization,Saint Vincent and the Grenadines,British Virgin Islands,21
Panama Papers,individual,Liechtenstein,Panama,21
Panama Papers,individual,Lithuania,British Virgin Islands,21
Paradise Papers - Appleby,individual,Switzerland,Bermuda,21
Offshore Leaks,organization,United Kingdom,British Virgin Islands,21
Panama Papers,organization,Liechtenstein,Bahamas,21
Panama Papers,individual,Thailand,Bahamas,21
Panama Papers,organization,Jordan,British Virgin Islands,21
Panama Papers,individual,Slovenia,British Anguilla,21
Paradise Papers - Appleby,individual,Russia,British Virgin Islands,21
Panama Papers,individual,Mexico,Seychelles,21
Paradise Papers - Appleby,individual,Indonesia,Bermuda,21
Paradise Papers - Appleby,individual,India,Bermuda,21
Panama Papers,individual,Ireland,Bahamas,21
Panama Papers,individual,Monaco,Bahamas,21
Panama Papers,organization,New Zealand,Bahamas,21
Panama Papers,organization,Luxembourg,Seychelles,22
Paradise Papers - Appleby,individual,Germany,Bermuda,22
Paradise Papers - Appleby,organization,Hong Kong,Bermuda,22
Panama Papers,organization,China,Seychelles,22
Offshore Leaks,individual,Netherlands,Labuan,22
Panama Papers,individual,Ukraine,Seychelles,22
Panama Papers,individual,Nigeria,Panama,22
Paradise Papers - Appleby,individual,Philippines,Bermuda,22
Panama Papers,individual,Cameroon,British Virgin Islands,22
Panama Papers,individual,Guatemala,British Anguilla,22
Panama Papers,individual,Netherlands,Seychelles,22
Panama Papers,individual,Chile,Panama,22
Panama Papers,individual,United Arab Emirates,British Anguilla,23
Panama Papers,individual,Lebanon,Bahamas,23
Paradise Papers - Appleby,individual,Kuwait,Cayman Islands,23
Paradise Papers - Appleby,organization,United Kingdom,Cayman Islands,23
Panama Papers,individual,Ukraine,Bahamas,23
Paradise Papers - Appleby,organization,United States,Bermuda,23
Panama Papers,individual,Spain,Samoa,23
Panama Papers,individual,Brazil,British Anguilla,24
Panama Papers,individual,Guatemala,Bahamas,24
Paradise Papers - Appleby,individual,India,Cayman Islands,24
Panama Papers,individual,Pakistan,Seychelles,24
Paradise Papers - Appleby,individual,Venezuela,Cayman Islands,24
Panama Papers,individual,Colombia,British Anguilla,24
Panama Papers,individual,Spain,Bahamas,24
Panama Papers,individual,South Africa,Panama,24
Panama Papers,individual,Saudi Arabia,British Anguilla,24
Offshore Leaks,individual,Brazil,British Virgin Islands,24
Panama Papers,individual,Taiwan,Niue,24
Panama Papers,organization,Gibraltar,Seychelles,24
Offshore Leaks,individual,Taiwan,Singapore,24
Panama Papers,individual,Indonesia,Seychelles,24
Panama Papers,individual,Bulgaria,Seychelles,24
Paradise Papers - Appleby,organization,Canada,British Virgin Islands,25
Panama Papers,individual,Greece,Bahamas,25
Panama Papers,individual,Switzerland,Samoa,25
Panama Papers,individual,Luxembourg,Panama,25
Offshore Leaks,individual,Hong Kong,Singapore,25
Panama Papers,individual,Japan,British Anguilla,25
Paradise Papers - Appleby,individual,Ireland,Cayman Islands,25
Panama Papers,individual,Namibia,British Virgin Islands,25
Panama Papers,individual,Laos,British Virgin Islands,25
Panama Papers,organization,Israel,British Virgin Islands,25
Paradise Papers - Appleby,individual,Germany,Cayman Islands,25
Paradise Papers - Appleby,individual,Australia,Isle of Man,25
Offshore Leaks,individual,Israel,British Virgin Islands,25
Panama Papers,individual,Peru,British Anguilla,25
Panama Papers,individual,India,Seychelles,25
Paradise Papers - Appleby,organization,United Kingdom,Isle of Man,25
Offshore Leaks,individual,Pakistan,British Virgin Islands,25
Panama Papers,individual,Hong Kong,British Anguilla,25
Panama Papers,individual,Mozambique,British Virgin Islands,26
Panama Papers,individual,Syria,British Virgin Islands,26
Offshore Leaks,individual,United States,Singapore,26
Panama Papers,individual,Venezuela,Seychelles,26
Panama Papers,individual,Colombia,Bahamas,26
Paradise Papers - Appleby,individual,United Kingdom,Mauritius,26
Offshore Leaks,organization,Indonesia,British Virgin Islands,26
Offshore Leaks,individual,Taiwan,Labuan,26
Panama Papers,individual,DR Congo,British Virgin Islands,26
Panama Papers,individual,Sweden,Seychelles,27
Panama Papers,individual,Venezuela,British Anguilla,27
Paradise Papers - Appleby,individual,Netherlands,Cayman Islands,27
Panama Papers,individual,Tanzania,British Virgin Islands,27
Panama Papers,individual,Philippines,Seychelles,27
Panama Papers,individual,Russia,British Anguilla,27
Offshore Leaks,organization,U.S. Virgin Islands,Samoa,27
Panama Papers,individual,Turkey,Bahamas,28
Panama Papers,organization,United States,Bahamas,28
Offshore Leaks,individual,Bangladesh,British Virgin Islands,28
Panama Papers,individual,Denmark,British Virgin Islands,28
Panama Papers,individual,Ukraine,Panama,28
Panama Papers,organization,Guatemala,British Virgin Islands,28
Panama Papers,individual,Greece,Panama,28
Offshore Leaks,individual,Japan,Labuan,29
Panama Papers,organization,Netherlands,British Virgin Islands,29
Panama Papers,organization,Gibraltar,Bahamas,29
Panama Papers,individual,Saudi Arabia,Bahamas,29
Panama Papers,organization,Brazil,British Virgin Islands,29
Offshore Leaks,individual,Sweden,British Virgin Islands,29
Panama Papers,individual,Mongolia,British Virgin Islands,29
Paradise Papers - Appleby,individual,Thailand,Bermuda,29
Panama Papers,individual,El Salvador,Panama,29
Panama Papers,individual,Japan,Samoa,29
Panama Papers,individual,Israel,Panama,29
Panama Papers,individual,El Salvador,British Virgin Islands,29
Panama Papers,individual,Malaysia,Bahamas,30
Panama Papers,organization,United Arab Emirates,Seychelles,30
Panama Papers,individual,Turkey,Seychelles,30
Panama Papers,organization,Liechtenstein,Panama,30
Panama Papers,individual,Liechtenstein,Seychelles,30
Offshore Leaks,organization,Malaysia,British Virgin Islands,30
Panama Papers,individual,Brazil,Nevada,30
Panama Papers,individual,Hong Kong,Niue,30
Panama Papers,individual,United Arab Emirates,Panama,30
Panama Papers,individual,Guatemala,Seychelles,30
Panama Papers,individual,Libya,British Virgin Islands,30
Offshore Leaks,individual,Australia,Samoa,31
Panama Papers,individual,Poland,Seychelles,31
Panama Papers,individual,China,Panama,31
Panama Papers,individual,Chad,British Virgin Islands,31
Panama Papers,organization,Russia,British Virgin Islands,31
Panama Papers,individual,Argentina,British Anguilla,31
Panama Papers,individual,Czech Republic,Bahamas,31
Offshore Leaks,individual,Japan,Cook Islands,31
Panama Papers,individual,Zambia,British Virgin Islands,31
Offshore Leaks,individual,Malaysia,Samoa,32
Paradise Papers - Appleby,individual,Malaysia,Cayman Islands,32
Offshore Leaks,individual,Switzerland,Singapore,32
Offshore Leaks,individual,Japan,Cayman Islands,32
Paradise Papers - Appleby,individual,Mexico,Cayman Islands,33
Offshore Leaks,individual,China,Labuan,34
Panama Papers,individual,Angola,British Virgin Islands,34
Offshore Leaks,individual,Germany,Labuan,34
Offshore Leaks,individual,Indonesia,Seychelles,34
Panama Papers,individual,Italy,Bahamas,34
Panama Papers,individual,Hungary,Seychelles,34
Offshore Leaks,individual,Malaysia,Cayman Islands,34
Panama Papers,organization,Liechtenstein,Seychelles,34
Paradise Papers - Appleby,individual,United States,Isle of Man,34
Offshore Leaks,individual,Sri Lanka,British Virgin Islands,35
Panama Papers,individual,Canada,Samoa,35
Panama Papers,individual,Argentina,Seychelles,35
Panama Papers,organization,Hong Kong,Panama,35
Panama Papers,individual,Moldova,British Virgin Islands,35
Offshore Leaks,individual,Spain,British Virgin Islands,35
Panama Papers,organization,Switzerland,Panama,36
Panama Papers,individual,Malaysia,Samoa,36
Panama Papers,individual,Lebanon,Panama,36
Panama Papers,individual,Colombia,Belize,37
Panama Papers,individual,Colombia,Seychelles,37
Panama Papers,individual,Japan,Seychelles,37
Panama Papers,individual,Morocco,British Virgin Islands,37
Panama Papers,organization,Switzerland,Seychelles,38
Offshore Leaks,individual,Netherlands,British Virgin Islands,38
Panama Papers,organization,Curaçao,British Virgin Islands,38
Panama Papers,individual,Argentina,Bahamas,38
Paradise Papers - Appleby,individual,France,Cayman Islands,38
Paradise Papers - Appleby,individual,United Kingdom,British Virgin Islands,39
Panama Papers,individual,South Africa,Bahamas,39
Paradise Papers - Appleby,individual,Greece,Cayman Islands,39
Panama Papers,organization,Saudi Arabia,British Virgin Islands,40
Offshore Leaks,individual,New Zealand,Cook Islands,40
Offshore Leaks,organization,United States,Cook Islands,40
Paradise Papers - Appleby,individual,Australia,Cayman Islands,41
Panama Papers,individual,United Kingdom,Samoa,41
Panama Papers,individual,Australia,Samoa,41
Offshore Leaks,individual,United States,Labuan,41
Panama Papers,individual,Russia,Samoa,41
Offshore Leaks,individual,Canada,Samoa,41
Offshore Leaks,individual,Belgium,British Virgin Islands,42
Offshore Leaks,individual,South Africa,British Virgin Islands,42
Offshore Leaks,individual,Japan,Samoa,42
Panama Papers,organization,Thailand,British Virgin Islands,42
Panama Papers,individual,Mexico,Panama,42
Panama Papers,individual,Belarus,British Virgin Islands,42
Panama Papers,individual,Oman,British Virgin Islands,42
Panama Papers,individual,Norway,British Virgin Islands,43
Panama Papers,organization,Anguilla,United Kingdom,43
Panama Papers,individual,Ecuador,Nevada,43
Panama Papers,individual,Mexico,Bahamas,43
Panama Papers,individual,United States,British Anguilla,43
Panama Papers,organization,Taiwan,Samoa,43
Panama Papers,organization,Colombia,British Virgin Islands,44
Offshore Leaks,individual,Taiwan,Recorded in leaked files as fund,44
Panama Papers,individual,Israel,Samoa,45
Panama Papers,individual,Monaco,Seychelles,45
Panama Papers,organization,Ireland,British Virgin Islands,45
Panama Papers,individual,Greece,Seychelles,45
Panama Papers,individual,Curaçao,British Virgin Islands,45
Offshore Leaks,individual,Hong Kong,Labuan,46
Panama Papers,individual,Uzbekistan,British Virgin Islands,46
Panama Papers,organization,Haiti,British Virgin Islands,47
Paradise Papers - Appleby,individual,Japan,Bermuda,47
Panama Papers,individual,France,Bahamas,47
Panama Papers,individual,China,Nevada,47
Paradise Papers - Appleby,individual,Taiwan,Bermuda,47
Panama Papers,individual,Italy,Panama,48
Panama Papers,organization,Anguilla,British Anguilla,48
Panama Papers,individual,Germany,Seychelles,48
Offshore Leaks,individual,Thailand,Samoa,49
Panama Papers,individual,Belgium,Seychelles,49
Panama Papers,individual,Georgia,British Virgin Islands,49
Paradise Papers - Appleby,individual,Jamaica,Cayman Islands,49
Panama Papers,organization,Lebanon,British Virgin Islands,49
Panama Papers,individual,Austria,British Virgin Islands,50
Offshore Leaks,organization,Hong Kong,Cayman Islands,50
Panama Papers,individual,Bulgaria,British Virgin Islands,50
Panama Papers,individual,Singapore,Samoa,50
Panama Papers,organization,Hong Kong,Bahamas,52
Panama Papers,individual,Dominican Republic,Panama,52
Panama Papers,individual,Romania,British Virgin Islands,52
Panama Papers,organization,United Kingdom,Bahamas,52
Panama Papers,organization,Hong Kong,Seychelles,55
Panama Papers,individual,Bahrain,British Virgin Islands,56
Panama Papers,individual,Malaysia,Seychelles,57
Panama Papers,organization,South Africa,British Virgin Islands,57
Paradise Papers - Appleby,individual,Saudi Arabia,Cayman Islands,57
Panama Papers,individual,Colombia,Costa Rica,57
Panama Papers,organization,Hong Kong,Samoa,58
Panama Papers,organization,Anguilla,British Virgin Islands,58
Panama Papers,individual,Turkey,Panama,58
Paradise Papers - Appleby,individual,Malaysia,Bermuda,58
Paradise Papers - Appleby,individual,Canada,British Virgin Islands,60
Offshore Leaks,organization,Malaysia,Labuan,61
Panama Papers,individual,Poland,British Virgin Islands,61
Offshore Leaks,organization,China,British Virgin Islands,62
Panama Papers,individual,Latvia,British Virgin Islands,62
Offshore Leaks,individual,New Zealand,British Virgin Islands,62
Panama Papers,individual,Monaco,Panama,62
Offshore Leaks,individual,Italy,British Virgin Islands,62
Panama Papers,individual,Estonia,British Virgin Islands,64
Panama Papers,individual,Canada,Seychelles,65
Panama Papers,individual,Ecuador,Bahamas,66
Panama Papers,individual,Czech Republic,Seychelles,66
Paradise Papers - Appleby,individual,Brazil,Cayman Islands,66
Panama Papers,individual,Singapore,Seychelles,66
Panama Papers,individual,Hungary,British Virgin Islands,66
Panama Papers,individual,Australia,Seychelles,66
Panama Papers,individual,Luxembourg,Seychelles,67
Panama Papers,individual,Azerbaijan,British Virgin Islands,67
Panama Papers,organization,Malaysia,British Virgin Islands,67
Panama Papers,individual,Qatar,British Virgin Islands,68
Panama Papers,individual,Czech Republic,British Virgin Islands,68
Offshore Leaks,organization,United States,British Virgin Islands,69
Offshore Leaks,individual,Viet Nam,British Virgin Islands,69
Paradise Papers - Appleby,individual,Australia,Bermuda,70
Panama Papers,individual,Spain,Panama,70
Offshore Leaks,individual,Switzerland,British Virgin Islands,70
Offshore Leaks,individual,Indonesia,Singapore,72
Panama Papers,individual,China,Bahamas,72
Panama Papers,individual,South Africa,Seychelles,72
Panama Papers,individual,Iran,British Virgin Islands,73
Panama Papers,individual,Brazil,Seychelles,75
Panama Papers,individual,Viet Nam,British Virgin Islands,76
Panama Papers,individual,Dominica,British Virgin Islands,76
Offshore Leaks,individual,United Kingdom,Cook Islands,76
Panama Papers,individual,Spain,Seychelles,76
Offshore Leaks,individual,Macao,British Virgin Islands,76
Panama Papers,individual,France,Panama,78
Panama Papers,individual,United States,Samoa,78
Offshore Leaks,individual,China,Cook Islands,78
Panama Papers,individual,United Kingdom,Panama,80
Paradise Papers - Appleby,individual,Ireland,Isle of Man,80
Panama Papers,individual,Botswana,British Virgin Islands,81
Offshore Leaks,individual,Switzerland,Cook Islands,81
Offshore Leaks,individual,Singapore,Labuan,81
Panama Papers,individual,New Zealand,British Virgin Islands,83
Panama Papers,individual,Ecuador,British Anguilla,84
Panama Papers,individual,Peru,Nevada,85
Paradise Papers - Appleby,individual,Switzerland,Cayman Islands,85
Offshore Leaks,individual,Singapore,Cayman Islands,85
Panama Papers,individual,Chile,British Virgin Islands,85
Paradise Papers - Appleby,organization,United States,Cayman Islands,86
Paradise Papers - Appleby,individual,Israel,British Virgin Islands,86
Panama Papers,individual,Sweden,British Virgin Islands,88
Panama Papers,individual,Taiwan,Panama,89
Paradise Papers - Appleby,individual,Japan,Cayman Islands,89
Paradise Papers - Appleby,individual,Singapore,Cayman Islands,90
Panama Papers,individual,Gibraltar,British Virgin Islands,91
Offshore Leaks,individual,Indonesia,Samoa,92
Panama Papers,individual,France,Seychelles,92
Offshore Leaks,individual,Australia,Cook Islands,92
Panama Papers,individual,Guatemala,Panama,93
Offshore Leaks,individual,Indonesia,Labuan,93
